Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
STUD0794,0.3328444264332321,3,0,6,0,-0.008087878112672791,3,1,4,2,4,0,4,1,1,1,0,0,1
STUD0795,0.5159473125776002,3,1,6,1,-0.008087878112672791,1,0,0,2,1,0,2,1,1,1,0,3,0
STUD0796,0.14974154028886394,2,0,6,0,-0.6449286743861131,4,1,6,2,0,0,4,2,1,1,1,5,1
STUD0797,-1.3150815488660812,0,0,5,1,-0.32650827624939294,0,0,3,0,0,0,3,2,1,2,0,2,0
STUD0798,-1.3150815488660812,1,2,6,1,-1.2817694706595533,1,1,6,0,2,0,0,1,0,2,0,5,0
STUD0799,1.614564629443809,3,1,4,1,-1.6001898687962735,3,1,1,0,0,0,3,1,1,1,1,2,0
STUD0800,-0.2164642319998723,1,1,0,0,0.3103325200240474,1,1,6,2,3,0,1,0,1,2,0,2,1
STUD0801,1.614564629443809,2,2,1,0,-0.008087878112672791,2,0,2,0,0,1,3,1,1,2,1,4,1
STUD0802,0.3328444264332321,1,2,0,0,-0.32650827624939294,4,1,2,0,0,1,0,1,1,2,0,0,1
STUD0803,-1.3150815488660812,1,2,1,1,-1.6001898687962735,4,0,2,2,4,0,0,0,0,1,1,1,0
STUD0804,1.0652559710107046,3,2,6,1,-1.2817694706595533,1,1,5,0,4,0,1,0,1,2,1,5,0
STUD0805,1.4314617432994408,1,0,1,1,1.2655937144342078,4,0,1,1,0,0,4,0,0,0,1,2,0
STUD0806,-1.6812873211548174,3,0,6,1,0.3103325200240474,1,1,2,1,2,1,4,2,0,1,1,3,1
STUD0807,1.0652559710107046,3,1,6,1,-0.008087878112672791,2,1,0,2,2,0,3,2,0,2,1,4,1
STUD0808,-1.4981844350104492,0,2,4,1,-0.32650827624939294,4,1,4,2,1,0,1,0,0,0,0,2,0
STUD0809,1.614564629443809,1,0,6,0,-0.9633490725228332,4,1,0,0,2,1,4,0,0,2,0,0,0
STUD0810,-0.03336134585550418,3,0,2,0,-1.2817694706595533,3,1,4,0,0,0,4,1,1,2,1,0,1
STUD0811,0.5159473125776002,3,2,1,0,-1.2817694706595533,0,1,4,0,4,0,3,1,1,1,1,4,1
STUD0812,0.5159473125776002,1,2,1,0,0.9471733162974876,3,1,4,0,1,0,4,1,1,2,1,3,1
STUD0813,0.5159473125776002,0,0,3,1,0.3103325200240474,3,1,4,2,2,1,0,1,0,1,0,1,1
STUD0814,0.8821530848663365,3,1,2,0,0.9471733162974876,1,0,1,1,1,1,2,1,1,2,0,1,1
STUD0815,1.0652559710107046,3,0,6,1,-0.32650827624939294,0,1,0,0,3,1,4,0,1,1,0,0,0
STUD0816,1.4314617432994408,3,2,4,1,-0.6449286743861131,0,0,5,1,2,0,4,1,0,1,0,1,0
STUD0817,-0.03336134585550418,2,1,6,1,-1.2817694706595533,4,1,2,1,1,1,2,2,0,0,0,1,1
STUD0818,-1.131978662721713,3,0,1,0,1.584014112570928,3,1,0,0,4,0,1,2,0,0,0,4,0
STUD0819,-1.6812873211548174,3,2,2,0,1.584014112570928,3,0,4,2,2,1,0,2,1,0,1,1,0
STUD0820,-0.03336134585550418,0,0,5,1,0.6287529181607675,0,0,1,2,2,1,2,0,0,2,0,1,1
STUD0821,1.0652559710107046,2,1,2,1,-0.32650827624939294,1,0,3,2,3,0,3,0,0,0,0,2,1
STUD0822,0.6990501987219684,0,1,3,1,-0.32650827624939294,2,0,3,2,4,1,2,1,1,1,0,1,0
STUD0823,-0.03336134585550418,0,0,5,0,-1.6001898687962735,4,1,3,2,3,0,2,0,0,2,1,1,0
STUD0824,1.4314617432994408,0,2,0,1,1.2655937144342078,1,1,0,0,2,1,3,0,0,1,1,5,1
STUD0825,0.5159473125776002,1,0,3,0,-0.9633490725228332,4,0,3,0,3,1,0,0,1,0,1,1,1
STUD0826,1.2483588571550728,1,0,3,0,-1.2817694706595533,1,0,0,1,3,1,3,1,0,1,1,2,0
STUD0827,-1.4981844350104492,1,2,6,0,-0.32650827624939294,3,1,5,2,4,1,0,1,0,1,0,5,0
STUD0828,-0.9488757765773448,1,1,5,1,0.6287529181607675,2,0,1,1,3,0,2,2,0,1,1,3,0
STUD0829,0.14974154028886394,2,1,5,1,-0.32650827624939294,3,0,3,1,2,1,4,2,1,2,1,3,1
STUD0830,-1.131978662721713,1,2,5,1,0.6287529181607675,3,1,2,0,3,0,0,0,0,0,0,5,1
STUD0831,-0.03336134585550418,3,0,6,0,1.2655937144342078,3,0,4,0,4,0,1,0,0,0,0,4,1
STUD0832,-0.03336134585550418,1,0,3,0,0.3103325200240474,4,0,1,1,4,0,1,1,0,0,0,0,0
STUD0833,-0.7657728904329767,3,0,6,1,1.2655937144342078,3,1,1,2,2,1,1,0,0,2,0,0,1
STUD0834,1.4314617432994408,3,2,4,1,-0.32650827624939294,2,0,4,1,1,0,1,2,1,2,0,1,0
STUD0835,-1.6812873211548174,3,0,2,1,-0.32650827624939294,4,1,2,2,2,1,4,2,0,2,1,0,0
STUD0836,-0.5826700042886086,0,2,6,0,-0.008087878112672791,3,1,1,0,1,0,4,2,0,0,1,3,0
STUD0837,0.8821530848663365,2,2,6,0,0.3103325200240474,3,0,3,1,3,1,1,2,0,2,0,2,0
STUD0838,-0.03336134585550418,0,2,1,0,0.3103325200240474,3,0,0,2,1,0,2,1,1,0,0,4,1
STUD0839,1.0652559710107046,3,1,3,0,1.2655937144342078,1,1,3,1,4,0,1,2,0,1,1,5,0
STUD0840,1.614564629443809,0,1,6,0,-0.008087878112672791,4,1,2,2,3,1,4,1,0,1,0,0,0
STUD0841,1.2483588571550728,2,1,1,0,-0.32650827624939294,3,1,2,1,0,1,0,1,0,2,1,3,0
STUD0842,-0.5826700042886086,2,1,3,1,1.2655937144342078,4,0,2,1,2,0,3,2,1,2,1,1,0
STUD0843,1.4314617432994408,0,2,1,0,-0.008087878112672791,1,1,2,2,1,1,0,2,1,0,1,3,0
STUD0844,0.3328444264332321,1,0,3,1,0.3103325200240474,1,1,4,1,1,1,2,0,0,0,0,1,1
STUD0845,0.8821530848663365,3,0,3,1,-1.2817694706595533,0,1,5,2,4,0,3,0,0,1,1,1,0
STUD0846,1.2483588571550728,2,2,6,1,0.3103325200240474,3,0,5,2,2,1,0,0,0,1,0,2,0
STUD0847,-0.9488757765773448,3,2,2,0,1.584014112570928,0,1,0,0,0,1,4,2,1,2,1,2,0
STUD0848,1.4314617432994408,1,1,3,1,-0.32650827624939294,3,0,0,0,3,1,1,0,0,0,0,3,1
STUD0849,1.614564629443809,1,2,0,1,-0.6449286743861131,3,0,4,2,2,1,3,2,1,2,0,0,1
STUD0850,-1.131978662721713,2,2,0,1,-1.2817694706595533,2,1,5,1,0,0,4,2,1,2,1,4,0
STUD0851,-1.4981844350104492,1,2,3,0,-0.6449286743861131,2,1,1,0,2,0,2,2,0,0,1,5,0
STUD0852,-0.5826700042886086,1,0,2,1,-0.9633490725228332,4,1,1,1,2,0,3,1,0,0,1,2,1
STUD0853,-0.5826700042886086,2,0,3,0,1.584014112570928,1,1,6,1,2,1,1,1,0,1,0,2,1
STUD0854,-1.3150815488660812,1,2,3,0,-0.008087878112672791,1,0,6,1,4,1,3,0,0,0,1,4,0
STUD0855,-0.7657728904329767,2,1,5,0,-0.008087878112672791,3,1,5,1,3,1,2,2,0,1,0,5,1
STUD0856,0.5159473125776002,2,1,5,0,0.9471733162974876,1,1,2,0,1,0,4,2,1,2,0,4,0
STUD0857,-0.39956711814424045,1,1,2,1,0.9471733162974876,2,1,2,0,0,0,2,0,1,0,0,1,0
STUD0858,0.5159473125776002,1,2,1,1,-1.2817694706595533,2,1,5,2,4,1,1,1,1,0,1,3,0
STUD0859,0.8821530848663365,3,1,3,0,0.6287529181607675,4,0,2,0,0,1,4,2,0,2,0,1,0
STUD0860,-0.9488757765773448,1,1,6,0,1.2655937144342078,2,1,4,2,1,0,3,2,0,0,1,0,0
STUD0861,0.6990501987219684,2,0,6,0,0.6287529181607675,4,0,3,2,0,0,4,2,1,2,0,3,0
STUD0862,-1.3150815488660812,2,2,0,1,-0.9633490725228332,0,0,4,0,1,0,0,0,0,0,0,4,1
STUD0863,-0.2164642319998723,0,1,5,0,1.2655937144342078,3,1,5,2,2,1,0,2,1,0,1,1,1
STUD0864,1.614564629443809,3,1,6,1,0.9471733162974876,1,0,5,0,1,1,2,1,0,2,1,1,0
STUD0865,-1.3150815488660812,1,1,3,1,-0.9633490725228332,1,0,3,1,0,0,4,0,1,2,1,5,1
STUD0866,-1.6812873211548174,0,0,1,0,1.2655937144342078,4,1,2,0,0,0,4,0,1,0,1,1,0
STUD0867,0.14974154028886394,3,2,4,0,-0.6449286743861131,4,0,4,0,0,0,1,2,0,1,0,3,0
STUD0868,0.6990501987219684,3,0,6,0,-0.6449286743861131,4,1,5,1,3,0,1,2,0,0,1,5,0
STUD0869,-0.7657728904329767,2,1,3,1,-0.6449286743861131,0,1,3,1,2,1,0,1,1,2,1,3,0
STUD0870,-0.5826700042886086,0,2,2,1,-0.32650827624939294,3,0,6,0,3,1,3,1,1,0,1,0,0
STUD0871,-0.03336134585550418,0,1,0,1,-1.6001898687962735,1,0,5,2,4,0,4,2,1,0,1,4,0
STUD0872,0.14974154028886394,0,0,2,1,0.6287529181607675,4,1,4,2,3,1,3,1,0,2,1,0,1
STUD0873,0.8821530848663365,1,1,0,0,-0.6449286743861131,4,1,6,0,3,1,1,1,0,1,0,5,0
STUD0874,-0.7657728904329767,0,0,4,0,1.584014112570928,2,0,1,2,3,1,1,1,1,1,0,2,0
STUD0875,-1.4981844350104492,1,2,1,0,-1.6001898687962735,2,0,5,2,4,0,3,2,1,1,0,3,0
STUD0876,-0.2164642319998723,3,0,1,0,0.3103325200240474,4,1,0,0,4,1,3,2,0,0,0,4,1
STUD0877,1.614564629443809,3,1,5,1,-0.6449286743861131,1,1,2,2,1,1,0,0,0,0,1,5,1
STUD0878,1.4314617432994408,0,1,2,0,1.2655937144342078,1,1,4,1,0,1,4,2,0,1,0,2,0
STUD0879,1.0652559710107046,0,2,3,1,-0.32650827624939294,3,1,3,1,0,1,3,2,1,2,1,0,0
STUD0880,-1.6812873211548174,3,0,6,1,-0.6449286743861131,0,0,3,2,2,1,0,0,1,0,0,4,1
STUD0881,-1.4981844350104492,3,1,3,0,0.3103325200240474,4,1,0,2,1,1,4,0,1,0,1,1,1
STUD0882,-1.3150815488660812,0,1,4,1,-0.008087878112672791,2,1,4,1,2,1,4,2,1,1,1,3,0
STUD0883,-1.6812873211548174,1,2,3,1,-0.32650827624939294,0,0,1,0,3,0,4,1,1,0,0,3,0
STUD0884,-0.03336134585550418,3,1,3,1,1.584014112570928,4,0,3,0,0,0,2,0,0,2,0,2,1
STUD0885,1.4314617432994408,3,2,5,0,1.584014112570928,0,0,6,1,3,0,4,1,0,0,0,4,1
STUD0886,1.2483588571550728,1,1,2,0,1.584014112570928,0,1,5,1,1,0,2,0,0,1,1,5,0
STUD0887,0.8821530848663365,2,2,5,1,-0.32650827624939294,1,1,0,2,4,0,0,2,0,0,1,2,0
STUD0888,-1.4981844350104492,2,2,6,0,-0.6449286743861131,3,0,3,1,3,0,1,2,0,2,1,5,1
STUD0889,-1.3150815488660812,2,0,0,1,-1.2817694706595533,4,1,2,0,0,1,2,2,0,0,1,2,0
STUD0890,-1.6812873211548174,0,2,6,0,-0.9633490725228332,3,0,5,1,3,1,2,1,1,0,1,5,1
STUD0891,0.8821530848663365,1,2,0,0,-0.008087878112672791,0,0,2,0,4,1,1,1,1,1,1,3,1
STUD0892,0.6990501987219684,3,0,5,1,-1.2817694706595533,4,0,3,2,0,1,4,1,1,0,1,1,0
STUD0893,0.5159473125776002,2,0,2,1,-0.9633490725228332,0,0,1,2,2,1,4,2,0,2,0,3,1
STUD0894,-1.131978662721713,0,2,3,1,1.584014112570928,2,0,2,1,2,1,1,0,0,2,1,5,1
STUD0895,-0.2164642319998723,2,1,6,1,0.6287529181607675,1,0,4,1,3,1,2,2,1,1,1,4,0
STUD0896,-0.7657728904329767,2,2,6,0,-1.6001898687962735,0,1,1,1,1,1,3,1,0,0,0,4,0
STUD0897,-1.131978662721713,2,1,2,0,1.2655937144342078,1,0,2,1,1,1,1,1,0,1,1,3,1
STUD0898,0.6990501987219684,2,1,6,0,-0.6449286743861131,1,0,2,0,2,0,2,0,0,2,0,5,0
STUD0899,-0.7657728904329767,3,1,6,1,-0.6449286743861131,4,1,4,1,0,0,2,0,0,2,0,2,1
STUD0900,0.6990501987219684,0,2,3,1,-1.2817694706595533,0,0,2,1,1,1,1,1,0,1,1,3,1
STUD0901,1.0652559710107046,2,2,2,0,0.3103325200240474,4,0,1,1,3,1,2,0,0,0,1,1,0
STUD0902,-0.7657728904329767,1,2,4,0,-1.6001898687962735,0,0,0,1,1,1,3,2,0,1,0,1,1
STUD0903,-0.2164642319998723,3,2,2,0,1.584014112570928,1,0,1,0,2,0,4,0,1,0,0,4,0
STUD0904,-0.9488757765773448,1,1,4,1,-0.32650827624939294,2,1,3,0,4,0,2,2,0,1,0,5,0
STUD0905,0.14974154028886394,1,2,2,1,0.3103325200240474,0,1,4,2,0,0,4,2,0,2,1,1,0
STUD0906,0.3328444264332321,1,2,3,0,-1.2817694706595533,3,0,4,2,3,1,4,2,1,2,0,1,1
STUD0907,-1.6812873211548174,1,2,5,1,-1.2817694706595533,2,0,4,2,4,1,3,2,1,1,0,4,1
STUD0908,-0.9488757765773448,2,1,4,1,-0.9633490725228332,2,1,3,0,0,1,4,0,0,2,0,1,0
STUD0909,0.5159473125776002,3,0,1,0,-1.6001898687962735,1,1,4,2,3,1,3,2,1,2,1,4,0
STUD0910,0.5159473125776002,1,2,4,1,-0.9633490725228332,2,0,6,0,0,0,4,1,1,1,0,2,1
STUD0911,0.6990501987219684,2,0,3,0,1.584014112570928,0,0,6,1,3,1,2,1,0,0,0,1,0
STUD0912,-0.39956711814424045,1,2,1,1,1.2655937144342078,4,0,1,2,1,1,4,0,1,2,1,3,0
STUD0913,0.3328444264332321,2,1,4,1,-0.6449286743861131,4,0,3,0,2,0,2,1,1,0,1,2,1
STUD0914,0.8821530848663365,0,0,1,1,-1.2817694706595533,3,1,0,0,0,1,3,1,1,1,1,2,0
STUD0915,0.3328444264332321,0,1,2,0,-0.9633490725228332,4,0,1,0,1,1,0,2,1,2,0,2,0
STUD0916,-1.3150815488660812,2,1,1,0,-1.2817694706595533,1,0,3,2,4,1,2,1,0,2,0,2,0
STUD0917,-1.6812873211548174,1,2,2,0,-0.6449286743861131,1,1,3,2,3,0,3,0,1,1,0,4,1
STUD0918,-0.39956711814424045,2,0,2,1,-0.32650827624939294,1,1,4,0,0,0,2,2,1,1,0,0,0
STUD0919,-0.5826700042886086,0,1,0,0,-0.32650827624939294,1,1,5,0,4,0,4,1,0,2,1,4,0
STUD0920,-0.5826700042886086,3,0,4,1,-0.008087878112672791,0,0,0,1,3,1,2,1,1,0,1,5,1
STUD0921,-0.39956711814424045,3,2,0,0,1.2655937144342078,1,0,4,1,0,0,4,0,1,2,1,3,0
STUD0922,-0.2164642319998723,2,1,0,0,-1.6001898687962735,3,1,6,2,0,1,3,1,0,0,0,2,0
STUD0923,-0.03336134585550418,0,2,1,1,-1.6001898687962735,0,1,2,0,1,1,2,2,0,1,1,1,0
STUD0924,-1.6812873211548174,0,0,5,1,0.6287529181607675,0,0,4,0,3,1,3,2,1,2,1,3,1
STUD0925,1.4314617432994408,1,0,0,1,0.6287529181607675,1,1,4,2,3,0,0,0,1,0,1,2,0
STUD0926,1.0652559710107046,0,0,5,0,1.584014112570928,3,0,4,0,4,0,3,0,1,2,0,1,0
STUD0927,-1.6812873211548174,2,2,1,0,1.584014112570928,2,0,1,0,3,1,0,0,0,0,0,0,1
STUD0928,-0.39956711814424045,0,1,5,1,0.3103325200240474,0,1,6,1,1,1,0,1,1,0,1,5,1
STUD0929,0.3328444264332321,1,0,0,1,-1.2817694706595533,4,1,6,2,2,0,3,1,0,2,0,3,0
STUD0930,1.2483588571550728,3,1,0,0,-0.6449286743861131,3,1,6,0,1,1,4,2,1,0,0,4,0
STUD0931,0.6990501987219684,0,2,5,1,1.2655937144342078,3,1,0,1,3,1,3,0,0,1,0,2,1
STUD0932,0.3328444264332321,3,2,5,1,-1.6001898687962735,0,1,5,1,2,1,1,1,0,2,1,3,0
STUD0933,0.8821530848663365,0,2,4,1,-0.6449286743861131,3,1,2,0,0,1,1,2,0,1,0,4,1
STUD0934,1.0652559710107046,2,2,6,1,-0.32650827624939294,1,0,4,1,0,1,3,0,1,1,1,4,0
STUD0935,-0.5826700042886086,3,1,6,0,0.6287529181607675,3,0,2,1,3,0,0,0,1,1,1,1,1
STUD0936,-1.131978662721713,2,2,5,0,-0.008087878112672791,0,1,2,1,1,0,3,1,1,0,1,4,1
STUD0937,0.5159473125776002,2,0,1,1,-0.32650827624939294,0,0,3,2,0,1,4,2,0,0,0,2,0
STUD0938,0.3328444264332321,0,1,0,0,-0.008087878112672791,2,1,1,2,3,0,1,0,0,1,0,0,1
STUD0939,0.3328444264332321,2,0,2,1,1.584014112570928,0,1,0,1,4,1,2,2,1,0,0,4,1
STUD0940,1.0652559710107046,0,0,1,1,0.3103325200240474,3,0,5,0,2,0,3,1,0,1,1,3,1
STUD0941,0.3328444264332321,0,1,3,1,1.2655937144342078,0,1,5,1,1,0,1,0,0,1,1,5,1
STUD0942,-0.03336134585550418,2,0,6,0,-1.2817694706595533,1,0,2,2,1,0,3,1,0,0,1,0,1
STUD0943,-0.7657728904329767,0,2,0,1,-0.9633490725228332,0,0,2,1,3,1,2,2,1,1,0,4,1
STUD0944,0.6990501987219684,0,0,3,1,0.9471733162974876,3,0,1,0,2,1,1,2,0,0,0,3,0
STUD0945,-0.39956711814424045,2,1,1,0,-0.32650827624939294,1,1,0,2,3,0,4,1,0,0,0,0,1
STUD0946,1.0652559710107046,3,0,0,1,-0.32650827624939294,3,0,0,1,2,0,2,2,0,0,1,1,1
STUD0947,1.614564629443809,3,0,5,1,1.2655937144342078,2,1,5,2,2,0,4,1,1,1,1,3,0
STUD0948,-0.2164642319998723,3,2,0,0,-0.008087878112672791,3,0,2,2,3,0,3,0,0,2,1,1,0
STUD0949,1.4314617432994408,2,0,5,1,-1.2817694706595533,3,1,2,1,1,1,1,0,1,1,0,5,0
STUD0950,-0.9488757765773448,0,1,4,0,0.6287529181607675,1,1,0,2,4,1,2,2,1,1,0,0,0
STUD0951,0.8821530848663365,1,2,5,1,-0.32650827624939294,1,0,5,0,1,0,0,0,0,2,0,5,0
STUD0952,1.614564629443809,0,1,2,0,-0.008087878112672791,4,1,1,2,1,0,3,1,0,1,1,3,0
STUD0953,1.4314617432994408,3,2,6,1,1.2655937144342078,1,0,6,0,0,0,1,1,1,2,1,1,0
STUD0954,0.3328444264332321,0,1,2,0,-0.9633490725228332,1,1,5,2,1,0,4,2,0,1,0,3,0
STUD0955,0.3328444264332321,0,0,2,0,-1.2817694706595533,2,0,5,1,4,1,3,0,1,1,1,3,0
STUD0956,-0.39956711814424045,3,1,1,1,-0.6449286743861131,3,1,1,2,4,1,2,2,0,1,1,5,0
STUD0957,-0.5826700042886086,3,2,4,0,1.2655937144342078,4,1,6,2,0,0,1,0,0,2,0,1,0
STUD0958,1.2483588571550728,2,0,0,0,-1.6001898687962735,1,0,5,0,3,1,4,2,0,1,0,4,1
STUD0959,-0.39956711814424045,3,1,5,1,0.3103325200240474,1,1,5,1,2,0,2,1,0,2,0,4,1
STUD0960,1.614564629443809,2,2,5,1,0.6287529181607675,4,0,5,0,2,0,3,1,1,2,1,2,1
STUD0961,-0.5826700042886086,1,1,0,1,-0.9633490725228332,4,1,0,2,1,1,0,0,1,1,1,1,1
STUD0962,-0.39956711814424045,0,1,3,0,-1.6001898687962735,0,0,1,2,3,0,3,0,0,0,0,0,0
STUD0963,-1.4981844350104492,0,2,0,1,-0.9633490725228332,2,1,4,2,4,0,4,1,0,2,1,5,1
STUD0964,-1.4981844350104492,0,0,3,1,0.9471733162974876,4,1,4,0,1,1,2,1,1,0,1,3,0
STUD0965,-1.4981844350104492,2,0,6,1,-0.6449286743861131,1,0,1,0,2,1,1,0,0,2,0,0,1
STUD0966,-0.5826700042886086,1,2,6,1,-0.9633490725228332,2,1,3,0,1,0,1,2,1,0,0,3,0
STUD0967,0.6990501987219684,2,2,5,0,0.3103325200240474,3,1,1,2,1,1,1,0,0,0,1,2,0
STUD0968,-0.9488757765773448,1,0,0,0,-0.9633490725228332,2,0,4,1,3,1,3,2,0,0,0,1,0
STUD0969,1.4314617432994408,2,1,1,1,-0.008087878112672791,1,1,6,2,3,1,0,1,0,2,1,1,0
STUD0970,-1.3150815488660812,2,0,0,0,-1.6001898687962735,2,0,4,1,1,0,1,0,1,2,1,4,0
STUD0971,1.614564629443809,1,2,1,1,-0.6449286743861131,0,1,3,0,4,0,2,1,0,0,0,0,1
STUD0972,0.3328444264332321,3,2,1,1,1.584014112570928,2,0,4,0,2,1,3,2,0,0,1,5,0
STUD0973,0.8821530848663365,1,1,2,1,0.9471733162974876,4,0,6,0,1,0,1,1,0,0,1,5,1
STUD0974,-0.9488757765773448,1,0,3,1,-0.6449286743861131,1,1,6,2,3,0,3,2,1,1,1,0,1
STUD0975,-1.3150815488660812,3,0,5,0,0.6287529181607675,3,0,0,1,0,0,0,2,1,0,0,1,1
STUD0976,-0.03336134585550418,1,1,4,0,1.584014112570928,1,1,6,1,3,1,4,1,1,1,1,1,1
STUD0977,0.6990501987219684,0,0,0,0,-1.2817694706595533,0,1,4,1,4,0,0,2,0,0,0,1,1
STUD0978,-0.03336134585550418,3,0,0,1,-0.6449286743861131,4,1,5,1,2,0,3,1,0,0,1,0,0
STUD0979,1.2483588571550728,1,0,3,0,0.3103325200240474,2,0,1,1,0,0,1,1,1,0,0,2,1
STUD0980,1.2483588571550728,0,1,3,0,0.9471733162974876,3,1,3,0,0,1,0,1,1,0,1,1,0
STUD0981,1.2483588571550728,2,0,0,0,-0.9633490725228332,0,0,3,0,4,0,3,0,1,1,1,0,1
STUD0982,-0.9488757765773448,2,2,5,1,-0.008087878112672791,1,1,1,1,4,0,0,0,1,2,0,3,0
STUD0983,-0.9488757765773448,1,0,1,1,-0.32650827624939294,2,1,5,2,3,1,2,2,0,2,0,2,1
STUD0984,1.0652559710107046,0,0,2,1,-0.6449286743861131,3,0,6,0,1,0,0,0,0,2,1,3,1
STUD0985,0.14974154028886394,3,1,5,0,-0.6449286743861131,2,0,0,0,2,1,0,2,1,2,1,5,0
STUD0986,1.2483588571550728,1,1,0,0,0.3103325200240474,3,0,0,2,3,0,4,0,1,0,0,5,0
STUD0987,-0.9488757765773448,0,2,0,1,0.3103325200240474,3,0,1,0,3,0,2,0,0,1,0,4,0
STUD0988,-1.131978662721713,3,0,2,1,-0.6449286743861131,1,0,6,2,0,0,3,1,0,1,0,2,1
STUD0989,1.4314617432994408,2,0,4,1,-1.6001898687962735,1,0,6,0,4,1,3,1,1,1,0,4,0
STUD0990,1.4314617432994408,0,0,0,1,-0.32650827624939294,0,0,3,0,0,0,2,2,0,1,0,1,0
STUD0991,0.8821530848663365,0,1,2,1,-0.32650827624939294,4,1,3,2,3,0,0,1,0,0,1,3,0
STUD0992,-1.6812873211548174,0,0,5,1,-0.32650827624939294,0,0,6,1,2,0,3,0,1,0,0,0,1
STUD0993,-1.3150815488660812,1,1,6,0,-1.6001898687962735,2,1,6,2,2,1,4,1,0,0,0,4,1
STUD0994,-0.9488757765773448,2,0,5,0,-1.6001898687962735,3,1,2,0,4,0,3,1,0,1,0,2,1
STUD0995,-0.39956711814424045,0,1,6,0,0.6287529181607675,2,1,3,2,1,1,0,1,0,1,1,4,1
STUD0996,1.614564629443809,3,1,1,0,-0.32650827624939294,1,1,1,1,3,0,3,2,0,2,0,3,1
STUD0997,-1.3150815488660812,1,2,3,0,0.3103325200240474,1,0,0,2,0,1,0,2,0,2,1,2,1
STUD0998,-0.39956711814424045,0,1,4,0,-0.008087878112672791,3,0,6,0,3,1,3,2,1,1,0,1,0
STUD0999,-0.5826700042886086,0,2,6,1,1.2655937144342078,1,1,6,1,2,1,1,0,1,2,0,5,0
STUD1000,0.6990501987219684,0,2,6,1,-0.008087878112672791,1,0,3,1,1,0,2,1,1,2,1,0,1
STUD1001,-1.4981844350104492,0,2,2,1,-1.6001898687962735,2,0,5,2,3,1,4,1,1,0,1,3,1
STUD1002,-0.9488757765773448,2,0,1,0,-0.9633490725228332,1,1,0,2,1,1,4,2,1,0,0,1,0
STUD1003,1.4314617432994408,0,0,5,0,-0.9633490725228332,2,1,6,2,3,0,2,1,0,1,0,5,1
STUD1004,-1.131978662721713,1,2,4,0,1.2655937144342078,4,1,2,1,1,0,1,0,0,1,0,0,0
STUD1005,-1.3150815488660812,0,0,2,1,-0.6449286743861131,4,0,1,0,4,1,4,1,1,2,0,3,0
STUD1006,-1.131978662721713,1,1,1,0,1.584014112570928,1,0,5,0,4,0,4,1,0,2,1,3,1
STUD1007,-0.2164642319998723,0,0,4,1,1.2655937144342078,3,0,2,2,3,1,3,2,0,1,1,4,1
STUD1008,-0.5826700042886086,2,2,2,1,0.9471733162974876,1,1,6,1,4,1,2,2,1,2,1,2,1
STUD1009,-1.6812873211548174,1,0,5,0,-1.2817694706595533,3,1,3,2,1,1,1,1,1,2,0,5,1
STUD1010,1.2483588571550728,0,0,1,1,0.3103325200240474,2,0,2,1,1,1,1,0,0,1,1,2,1
STUD1011,1.4314617432994408,3,2,5,1,-0.008087878112672791,1,1,2,1,2,0,4,0,1,0,1,5,1
STUD1012,-0.2164642319998723,0,2,5,1,0.3103325200240474,4,0,3,1,4,1,1,0,1,1,0,2,0
STUD1013,-1.6812873211548174,1,2,0,0,-1.6001898687962735,0,0,1,1,0,1,2,2,0,2,0,1,1
STUD1014,0.5159473125776002,1,2,2,1,-0.9633490725228332,3,0,3,0,0,1,4,1,1,2,1,2,1
STUD1015,-1.3150815488660812,0,1,0,1,-1.6001898687962735,3,0,4,2,0,0,0,2,0,2,0,3,0
STUD1016,-1.131978662721713,3,0,5,0,-1.2817694706595533,3,0,1,1,4,1,0,0,0,2,1,2,1
STUD1017,1.0652559710107046,1,1,0,1,-1.2817694706595533,2,1,1,1,1,0,3,1,0,0,0,5,0
STUD1018,0.3328444264332321,1,1,1,0,-0.6449286743861131,4,1,3,1,4,1,0,2,1,1,0,4,1
STUD1019,-0.39956711814424045,1,1,4,1,0.6287529181607675,1,1,5,1,2,0,1,1,1,1,0,2,1
STUD1020,-0.03336134585550418,3,2,3,1,1.584014112570928,1,0,5,2,3,0,1,2,0,0,0,2,0
STUD1021,-0.2164642319998723,0,0,2,0,-0.6449286743861131,1,1,6,2,4,1,1,1,1,0,0,1,0
STUD1022,1.0652559710107046,1,1,4,0,-0.6449286743861131,4,0,1,2,4,1,4,0,1,0,1,1,1
STUD1023,-0.5826700042886086,2,2,4,1,0.6287529181607675,4,0,6,1,0,1,3,2,1,0,0,1,0
STUD1024,0.14974154028886394,3,0,4,1,-0.9633490725228332,2,0,5,1,4,0,1,2,1,0,0,5,1
STUD1025,-0.7657728904329767,2,0,1,0,1.584014112570928,3,0,3,0,3,0,4,2,1,2,0,3,1
STUD1026,-0.7657728904329767,0,2,6,1,-1.2817694706595533,2,1,5,1,3,1,0,1,0,0,1,4,1
